Date,Product_ID,Category,Price,Discount,On_Promotion,Weekend,Month,DayOfWeek,Current_Stock,Sales_Quantity,Revenue,Supplier_Lead_Time,Stockout_Risk,Yesterday_Sales,Avg_Sales_7Days
2025-01-04,SKU_0032,Beauty,53.16,0,0,1,1,5,135,141,7495.56,4,1,157,125.75
2025-01-05,SKU_0032,Beauty,53.16,0,0,1,1,6,138,136,7229.76,4,1,141,127.8
2025-01-06,SKU_0032,Beauty,53.16,0,0,0,1,0,105,106,5634.96,4,1,136,124.17
2025-01-07,SKU_0032,Beauty,53.16,0,0,0,1,1,108,104,5528.64,4,1,106,121.29
2025-01-08,SKU_0032,Beauty,53.16,0,0,0,1,2,115,106,5634.96,4,1,104,121.43
2025-01-09,SKU_0032,Beauty,53.16,0,0,0,1,3,123,104,5528.64,4,1,106,122.0
2025-01-10,SKU_0032,Beauty,53.16,25,1,0,1,4,164,160,6379.2,4,1,104,122.43
2025-01-11,SKU_0032,Beauty,53.16,0,0,1,1,5,171,142,7548.72,4,0,160,122.57
2025-01-12,SKU_0032,Beauty,53.16,0,0,1,1,6,140,145,7708.2,4,1,142,123.86
2025-01-13,SKU_0032,Beauty,53.16,0,0,0,1,0,97,107,5688.12,4,1,145,124.0
2025-01-14,SKU_0032,Beauty,53.16,0,0,0,1,1,120,99,5262.84,4,0,107,123.29
2025-01-15,SKU_0032,Beauty,53.16,15,1,0,1,2,167,154,6958.64,4,1,99,130.14
2025-01-16,SKU_0032,Beauty,53.16,0,0,0,1,3,110,100,5316.0,4,1,154,129.57
2025-01-17,SKU_0032,Beauty,53.16,0,0,0,1,4,107,102,5422.32,4,1,100,121.29
2025-01-18,SKU_0032,Beauty,53.16,0,0,1,1,5,168,139,7389.24,4,0,102,120.86
2025-01-19,SKU_0032,Beauty,53.16,0,0,1,1,6,174,141,7495.56,4,0,139,120.29
2025-01-20,SKU_0032,Beauty,53.16,0,0,0,1,0,103,99,5262.84,4,1,141,119.14
2025-01-21,SKU_0032,Beauty,53.16,0,0,0,1,1,106,100,5316.0,4,1,99,119.29
2025-01-22,SKU_0032,Beauty,53.16,0,0,0,1,2,140,107,5688.12,4,0,100,112.57
2025-01-23,SKU_0032,Beauty,53.16,0,0,0,1,3,98,102,5422.32,4,1,107,112.86
2025-01-24,SKU_0032,Beauty,53.16,0,0,0,1,4,119,107,5688.12,4,1,102,113.57
2025-01-25,SKU_0032,Beauty,53.16,20,1,1,1,5,180,190,8080.32,4,1,107,120.86
2025-01-26,SKU_0032,Beauty,53.16,0,0,1,1,6,152,136,7229.76,4,1,190,120.14
2025-01-27,SKU_0032,Beauty,53.16,0,0,0,1,0,115,101,5369.16,4,1,136,120.43
2025-01-28,SKU_0032,Beauty,53.16,0,0,0,1,1,109,99,5262.84,4,1,101,120.29
2025-01-29,SKU_0032,Beauty,53.16,0,0,0,1,2,94,101,5369.16,4,1,99,119.43
2025-01-30,SKU_0032,Beauty,53.16,20,1,0,1,3,172,157,6676.9,4,1,101,127.29
2025-01-31,SKU_0032,Beauty,53.16,0,0,0,1,4,108,109,5794.44,4,1,157,127.57
2025-02-01,SKU_0032,Beauty,53.16,0,0,1,2,5,172,144,7655.04,4,1,109,121.0
2025-02-02,SKU_0032,Beauty,53.16,15,1,1,2,6,201,190,8585.34,4,1,144,128.71
2025-02-03,SKU_0032,Beauty,53.16,0,0,0,2,0,125,106,5634.96,4,1,190,129.43
2025-02-04,SKU_0032,Beauty,53.16,0,0,0,2,1,103,103,5475.48,4,1,106,130.0
2025-02-05,SKU_0032,Beauty,53.16,0,0,0,2,2,115,108,5741.28,4,1,103,131.0
2025-02-06,SKU_0032,Beauty,53.16,15,1,0,2,3,192,155,7003.83,4,0,108,130.71
2025-02-07,SKU_0032,Beauty,53.16,0,0,0,2,4,128,105,5581.8,4,0,155,130.14
2025-02-08,SKU_0032,Beauty,53.16,0,0,1,2,5,152,140,7442.4,4,1,105,129.57
2025-02-09,SKU_0032,Beauty,53.16,0,0,1,2,6,157,138,7336.08,4,1,140,122.14
2025-02-10,SKU_0032,Beauty,53.16,0,0,0,2,0,146,108,5741.28,4,0,138,122.43
2025-02-11,SKU_0032,Beauty,53.16,0,0,0,2,1,119,106,5634.96,4,1,108,122.86
2025-02-12,SKU_0032,Beauty,53.16,0,0,0,2,2,113,107,5688.12,4,1,106,122.71
2025-02-13,SKU_0032,Beauty,53.16,0,0,0,2,3,102,106,5634.96,4,1,107,115.71
2025-02-14,SKU_0032,Beauty,53.16,0,0,0,2,4,146,109,5794.44,4,0,106,116.29
2025-02-15,SKU_0032,Beauty,53.16,0,0,1,2,5,175,144,7655.04,4,0,109,116.86
2025-02-16,SKU_0032,Beauty,53.16,0,0,1,2,6,179,144,7655.04,4,0,144,117.71
2025-02-17,SKU_0032,Beauty,53.16,20,1,0,2,0,183,161,6847.01,4,1,144,125.29
2025-02-18,SKU_0032,Beauty,53.16,0,0,0,2,1,111,102,5422.32,4,1,161,124.71
2025-02-19,SKU_0032,Beauty,53.16,0,0,0,2,2,108,106,5634.96,4,1,102,124.57
2025-02-20,SKU_0032,Beauty,53.16,0,0,0,2,3,117,106,5634.96,4,1,106,124.57
2025-02-21,SKU_0032,Beauty,53.16,25,1,0,2,4,166,161,6419.07,4,1,106,132.0
2025-02-22,SKU_0032,Beauty,53.16,0,0,1,2,5,162,139,7389.24,4,1,161,131.29
2025-02-23,SKU_0032,Beauty,53.16,0,0,1,2,6,134,140,7442.4,4,1,139,130.71
2025-02-24,SKU_0032,Beauty,53.16,0,0,0,2,0,101,100,5316.0,4,1,140,122.0
2025-02-25,SKU_0032,Beauty,53.16,25,1,0,2,1,173,161,6419.07,4,1,100,130.43
2025-02-26,SKU_0032,Beauty,53.16,0,0,0,2,2,119,109,5794.44,4,1,161,130.86
2025-02-27,SKU_0032,Beauty,53.16,0,0,0,2,3,144,106,5634.96,4,0,109,130.86
2025-02-28,SKU_0032,Beauty,53.16,0,0,0,2,4,137,99,5262.84,4,0,106,122.0
2025-03-01,SKU_0032,Beauty,53.16,0,0,1,3,5,136,143,7601.88,4,1,99,122.57
2025-03-02,SKU_0032,Beauty,53.16,0,0,1,3,6,168,135,7176.6,4,0,143,121.86
2025-03-03,SKU_0032,Beauty,53.16,0,0,0,3,0,101,107,5688.12,4,1,135,122.86
2025-03-04,SKU_0032,Beauty,53.16,0,0,0,3,1,101,103,5475.48,4,1,107,114.57
2025-03-05,SKU_0032,Beauty,53.16,0,0,0,3,2,102,105,5581.8,4,1,103,114.0
2025-03-06,SKU_0032,Beauty,53.16,0,0,0,3,3,106,109,5794.44,4,1,105,114.43
2025-03-07,SKU_0032,Beauty,53.16,0,0,0,3,4,100,105,5581.8,4,1,109,115.29
2025-03-08,SKU_0032,Beauty,53.16,0,0,1,3,5,139,143,7601.88,4,1,105,115.29
2025-03-09,SKU_0032,Beauty,53.16,0,0,1,3,6,135,141,7495.56,4,1,143,116.14
2025-03-10,SKU_0032,Beauty,53.16,0,0,0,3,0,102,100,5316.0,4,1,141,115.14
2025-03-11,SKU_0032,Beauty,53.16,0,0,0,3,1,134,105,5581.8,4,0,100,115.43
2025-03-12,SKU_0032,Beauty,53.16,10,1,0,3,2,170,156,7463.66,4,1,105,122.71
2025-03-13,SKU_0032,Beauty,53.16,0,0,0,3,3,130,102,5422.32,4,0,156,121.71
2025-03-14,SKU_0032,Beauty,53.16,0,0,0,3,4,103,99,5262.84,4,1,102,120.86
2025-03-15,SKU_0032,Beauty,53.16,0,0,1,3,5,172,142,7548.72,4,0,99,120.71
2025-03-16,SKU_0032,Beauty,53.16,0,0,1,3,6,130,136,7229.76,4,1,142,120.0
2025-03-17,SKU_0032,Beauty,53.16,0,0,0,3,0,99,109,5794.44,4,1,136,121.29
2025-03-18,SKU_0032,Beauty,53.16,0,0,0,3,1,115,108,5741.28,4,1,109,121.71
2025-03-19,SKU_0032,Beauty,53.16,5,1,0,3,2,159,161,8130.82,4,1,108,122.43
2025-03-20,SKU_0032,Beauty,53.16,0,0,0,3,3,143,109,5794.44,4,0,161,123.43
2025-03-21,SKU_0032,Beauty,53.16,0,0,0,3,4,133,104,5528.64,4,0,109,124.14
2025-03-22,SKU_0032,Beauty,53.16,0,0,1,3,5,157,139,7389.24,4,1,104,123.71
2025-03-23,SKU_0032,Beauty,53.16,0,0,1,3,6,132,140,7442.4,4,1,139,124.29
2025-03-24,SKU_0032,Beauty,53.16,0,0,0,3,0,121,100,5316.0,4,0,140,123.0
2025-03-25,SKU_0032,Beauty,53.16,0,0,0,3,1,96,104,5528.64,4,1,100,122.43
2025-03-26,SKU_0032,Beauty,53.16,0,0,0,3,2,112,99,5262.84,4,1,104,113.57
2025-03-27,SKU_0032,Beauty,53.16,0,0,0,3,3,119,103,5475.48,4,1,99,112.71
2025-03-28,SKU_0032,Beauty,53.16,0,0,0,3,4,142,109,5794.44,4,0,103,113.43
2025-03-29,SKU_0032,Beauty,53.16,0,0,1,3,5,132,141,7495.56,4,1,109,113.71
2025-03-30,SKU_0032,Beauty,53.16,0,0,1,3,6,167,139,7389.24,4,0,141,113.57
2025-03-31,SKU_0032,Beauty,53.16,0,0,0,3,0,112,109,5794.44,4,1,139,114.86
2025-04-01,SKU_0032,Beauty,53.16,0,0,0,4,1,134,109,5794.44,4,0,109,115.57
2025-04-02,SKU_0032,Beauty,53.16,15,1,0,4,2,158,159,7184.57,4,1,109,124.14
2025-04-03,SKU_0032,Beauty,53.16,0,0,0,4,3,113,106,5634.96,4,1,159,124.57
2025-04-04,SKU_0032,Beauty,53.16,0,0,0,4,4,106,108,5741.28,4,1,106,124.43
2025-04-05,SKU_0032,Beauty,53.16,0,0,1,4,5,167,145,7708.2,4,1,108,125.0
2025-04-06,SKU_0032,Beauty,53.16,0,0,1,4,6,172,145,7708.2,4,1,145,125.86
2025-04-07,SKU_0032,Beauty,53.16,0,0,0,4,0,98,104,5528.64,4,1,145,125.14
2025-04-08,SKU_0032,Beauty,53.16,0,0,0,4,1,99,101,5369.16,4,1,104,124.0
2025-04-09,SKU_0032,Beauty,53.16,0,0,0,4,2,106,99,5262.84,4,1,101,115.43
2025-04-10,SKU_0032,Beauty,53.16,0,0,0,4,3,108,101,5369.16,4,1,99,114.71
2025-04-11,SKU_0032,Beauty,53.16,0,0,0,4,4,127,105,5581.8,4,0,101,114.29
2025-04-12,SKU_0032,Beauty,53.16,25,1,1,4,5,220,192,7655.04,4,1,105,121.0
2025-04-13,SKU_0032,Beauty,53.16,15,1,1,4,6,194,193,8720.9,4,1,192,127.86
2025-04-14,SKU_0032,Beauty,53.16,0,0,0,4,0,129,100,5316.0,4,0,193,127.29
2025-04-15,SKU_0032,Beauty,53.16,0,0,0,4,1,137,106,5634.96,4,0,100,128.0
2025-04-16,SKU_0032,Beauty,53.16,0,0,0,4,2,138,99,5262.84,4,0,106,128.0
2025-04-17,SKU_0032,Beauty,53.16,0,0,0,4,3,118,101,5369.16,4,1,99,128.0
2025-04-18,SKU_0032,Beauty,53.16,0,0,0,4,4,102,103,5475.48,4,1,101,127.71
2025-04-19,SKU_0032,Beauty,53.16,0,0,1,4,5,170,143,7601.88,4,1,103,120.71
2025-04-20,SKU_0032,Beauty,53.16,0,0,1,4,6,170,139,7389.24,4,0,143,113.0
2025-04-21,SKU_0032,Beauty,53.16,0,0,0,4,0,108,100,5316.0,4,1,139,113.0
2025-04-22,SKU_0032,Beauty,53.16,0,0,0,4,1,108,109,5794.44,4,1,100,113.43
2025-04-23,SKU_0032,Beauty,53.16,10,1,0,4,2,162,155,7415.82,4,1,109,121.43
2025-04-24,SKU_0032,Beauty,53.16,0,0,0,4,3,102,99,5262.84,4,1,155,121.14
2025-04-25,SKU_0032,Beauty,53.16,0,0,0,4,4,105,101,5369.16,4,1,99,120.86
2025-04-26,SKU_0032,Beauty,53.16,0,0,1,4,5,128,138,7336.08,4,1,101,120.14
2025-04-27,SKU_0032,Beauty,53.16,0,0,1,4,6,134,144,7655.04,4,1,138,120.86
2025-04-28,SKU_0032,Beauty,53.16,20,1,0,4,0,176,157,6676.9,4,1,144,129.0
2025-04-29,SKU_0032,Beauty,53.16,0,0,0,4,1,146,107,5688.12,4,0,157,128.71
2025-04-30,SKU_0032,Beauty,53.16,0,0,0,4,2,103,106,5634.96,4,1,107,121.71
2025-05-01,SKU_0032,Beauty,53.16,0,0,0,5,3,109,109,5794.44,4,1,106,123.14
2025-05-02,SKU_0032,Beauty,53.16,0,0,0,5,4,107,99,5262.84,4,1,109,122.86
2025-05-03,SKU_0032,Beauty,53.16,0,0,1,5,5,160,136,7229.76,4,1,99,122.57
2025-05-04,SKU_0032,Beauty,53.16,0,0,1,5,6,171,145,7708.2,4,1,136,122.71
2025-05-05,SKU_0032,Beauty,53.16,0,0,0,5,0,129,106,5634.96,4,0,145,115.43
2025-05-06,SKU_0032,Beauty,53.16,0,0,0,5,1,106,107,5688.12,4,1,106,115.43
2025-05-07,SKU_0032,Beauty,53.16,0,0,0,5,2,126,99,5262.84,4,0,107,114.43
2025-05-08,SKU_0032,Beauty,53.16,0,0,0,5,3,142,108,5741.28,4,0,99,114.29
2025-05-09,SKU_0032,Beauty,53.16,0,0,0,5,4,99,101,5369.16,4,1,108,114.57
2025-05-10,SKU_0032,Beauty,53.16,0,0,1,5,5,145,144,7655.04,4,1,101,115.71
2025-05-11,SKU_0032,Beauty,53.16,0,0,1,5,6,149,139,7389.24,4,1,144,114.86
2025-05-12,SKU_0032,Beauty,53.16,0,0,0,5,0,117,103,5475.48,4,1,139,114.43
2025-05-13,SKU_0032,Beauty,53.16,0,0,0,5,1,96,99,5262.84,4,1,103,113.29
2025-05-14,SKU_0032,Beauty,53.16,0,0,0,5,2,142,104,5528.64,4,0,99,114.0
2025-05-15,SKU_0032,Beauty,53.16,0,0,0,5,3,101,105,5581.8,4,1,104,113.57
2025-05-16,SKU_0032,Beauty,53.16,0,0,0,5,4,120,104,5528.64,4,1,105,114.0
2025-05-17,SKU_0032,Beauty,53.16,0,0,1,5,5,132,136,7229.76,4,1,104,112.86
2025-05-18,SKU_0032,Beauty,53.16,0,0,1,5,6,179,140,7442.4,4,0,136,113.0
2025-05-19,SKU_0032,Beauty,53.16,0,0,0,5,0,122,100,5316.0,4,0,140,112.57
2025-05-20,SKU_0032,Beauty,53.16,20,1,0,5,1,156,154,6549.31,4,1,100,120.43
2025-05-21,SKU_0032,Beauty,53.16,0,0,0,5,2,98,104,5528.64,4,1,154,120.43
2025-05-22,SKU_0032,Beauty,53.16,0,0,0,5,3,131,104,5528.64,4,0,104,120.29
2025-05-23,SKU_0032,Beauty,53.16,0,0,0,5,4,142,105,5581.8,4,0,104,120.43
2025-05-24,SKU_0032,Beauty,53.16,0,0,1,5,5,147,145,7708.2,4,1,105,121.71
2025-05-25,SKU_0032,Beauty,53.16,0,0,1,5,6,134,144,7655.04,4,1,145,122.29
2025-05-26,SKU_0032,Beauty,53.16,0,0,0,5,0,112,102,5422.32,4,1,144,122.57
2025-05-27,SKU_0032,Beauty,53.16,15,1,0,5,1,181,155,7003.83,4,1,102,122.71
2025-05-28,SKU_0032,Beauty,53.16,0,0,0,5,2,91,101,5369.16,4,1,155,122.29
2025-05-29,SKU_0032,Beauty,53.16,0,0,0,5,3,129,99,5262.84,4,0,101,121.57
2025-05-30,SKU_0032,Beauty,53.16,0,0,0,5,4,100,105,5581.8,4,1,99,121.57
2025-01-01,SKU_0033,Apparel,21.2,5,1,0,1,2,164,167,3363.38,7,1,0,167.0
2025-01-02,SKU_0033,Apparel,21.2,0,0,0,1,3,146,112,2374.4,7,0,167,139.5
2025-01-03,SKU_0033,Apparel,21.2,0,0,0,1,4,144,115,2438.0,7,0,112,131.33
2025-01-04,SKU_0033,Apparel,21.2,0,0,1,1,5,168,151,3201.2,7,1,115,136.25
2025-01-05,SKU_0033,Apparel,21.2,5,1,1,1,6,221,209,4209.26,7,1,151,150.8
2025-01-06,SKU_0033,Apparel,21.2,10,1,0,1,0,204,166,3167.28,7,0,209,153.33
2025-01-07,SKU_0033,Apparel,21.2,0,0,0,1,1,109,117,2480.4,7,1,166,148.14
2025-01-08,SKU_0033,Apparel,21.2,0,0,0,1,2,113,115,2438.0,7,1,117,140.71
2025-01-09,SKU_0033,Apparel,21.2,0,0,0,1,3,145,109,2310.8,7,0,115,140.29
2025-01-10,SKU_0033,Apparel,21.2,0,0,0,1,4,143,116,2459.2,7,0,109,140.43
2025-01-11,SKU_0033,Apparel,21.2,0,0,1,1,5,150,155,3286.0,7,1,116,141.0
2025-01-12,SKU_0033,Apparel,21.2,0,0,1,1,6,146,154,3264.8,7,1,155,133.14
2025-01-13,SKU_0033,Apparel,21.2,0,0,0,1,0,153,115,2438.0,7,0,154,125.86
2025-01-14,SKU_0033,Apparel,21.2,0,0,0,1,1,146,116,2459.2,7,0,115,125.71
2025-01-15,SKU_0033,Apparel,21.2,0,0,0,1,2,141,116,2459.2,7,0,116,125.86
2025-01-16,SKU_0033,Apparel,21.2,0,0,0,1,3,134,116,2459.2,7,1,116,126.86
2025-01-17,SKU_0033,Apparel,21.2,0,0,0,1,4,114,111,2353.2,7,1,116,126.14
2025-01-18,SKU_0033,Apparel,21.2,0,0,1,1,5,138,147,3116.4,7,1,111,125.0
2025-01-19,SKU_0033,Apparel,21.2,10,1,1,1,6,234,209,3987.72,7,1,147,132.86
2025-01-20,SKU_0033,Apparel,21.2,0,0,0,1,0,146,116,2459.2,7,0,209,133.0
2025-01-21,SKU_0033,Apparel,21.2,0,0,0,1,1,110,115,2438.0,7,1,116,132.86
2025-01-22,SKU_0033,Apparel,21.2,0,0,0,1,2,104,114,2416.8,7,1,115,132.57
2025-01-23,SKU_0033,Apparel,21.2,0,0,0,1,3,108,116,2459.2,7,1,114,132.57
2025-01-24,SKU_0033,Apparel,21.2,0,0,0,1,4,124,114,2416.8,7,1,116,133.0
2025-01-25,SKU_0033,Apparel,21.2,0,0,1,1,5,184,147,3116.4,7,0,114,133.0
2025-01-26,SKU_0033,Apparel,21.2,0,0,1,1,6,187,152,3222.4,7,0,147,124.86
2025-01-27,SKU_0033,Apparel,21.2,20,1,0,1,0,173,172,2917.12,7,1,152,132.86
2025-01-28,SKU_0033,Apparel,21.2,0,0,0,1,1,141,117,2480.4,7,0,172,133.14
2025-01-29,SKU_0033,Apparel,21.2,0,0,0,1,2,129,111,2353.2,7,1,117,132.71
2025-01-30,SKU_0033,Apparel,21.2,0,0,0,1,3,107,108,2289.6,7,1,111,131.57
2025-01-31,SKU_0033,Apparel,21.2,0,0,0,1,4,147,109,2310.8,7,0,108,130.86
2025-02-01,SKU_0033,Apparel,21.2,0,0,1,2,5,167,152,3222.4,7,1,109,131.57
2025-02-02,SKU_0033,Apparel,21.2,0,0,1,2,6,171,151,3201.2,7,1,152,131.43
2025-02-03,SKU_0033,Apparel,21.2,0,0,0,2,0,113,118,2501.6,7,1,151,123.71
2025-02-04,SKU_0033,Apparel,21.2,0,0,0,2,1,104,108,2289.6,7,1,118,122.43
2025-02-05,SKU_0033,Apparel,21.2,0,0,0,2,2,130,118,2501.6,7,1,108,123.43
2025-02-06,SKU_0033,Apparel,21.2,0,0,0,2,3,113,109,2310.8,7,1,118,123.57
2025-02-07,SKU_0033,Apparel,21.2,0,0,0,2,4,128,111,2353.2,7,1,109,123.86
2025-02-08,SKU_0033,Apparel,21.2,0,0,1,2,5,149,150,3180.0,7,1,111,123.57
2025-02-09,SKU_0033,Apparel,21.2,0,0,1,2,6,187,152,3222.4,7,0,150,123.71
2025-02-10,SKU_0033,Apparel,21.2,0,0,0,2,0,117,118,2501.6,7,1,152,123.71
2025-02-11,SKU_0033,Apparel,21.2,0,0,0,2,1,133,112,2374.4,7,1,118,124.29
2025-02-12,SKU_0033,Apparel,21.2,0,0,0,2,2,125,110,2332.0,7,1,112,123.14
2025-02-13,SKU_0033,Apparel,21.2,0,0,0,2,3,125,118,2501.6,7,1,110,124.43
2025-02-14,SKU_0033,Apparel,21.2,0,0,0,2,4,109,115,2438.0,7,1,118,125.0
2025-02-15,SKU_0033,Apparel,21.2,15,1,1,2,5,241,208,3748.16,7,1,115,133.29
2025-02-16,SKU_0033,Apparel,21.2,0,0,1,2,6,180,150,3180.0,7,0,208,133.0
2025-02-17,SKU_0033,Apparel,21.2,0,0,0,2,0,109,112,2374.4,7,1,150,132.14
2025-02-18,SKU_0033,Apparel,21.2,0,0,0,2,1,125,114,2416.8,7,1,112,132.43
2025-02-19,SKU_0033,Apparel,21.2,25,1,0,2,2,160,168,2671.2,7,1,114,140.71
2025-02-20,SKU_0033,Apparel,21.2,0,0,0,2,3,111,117,2480.4,7,1,168,140.57
2025-02-21,SKU_0033,Apparel,21.2,10,1,0,2,4,169,172,3281.76,7,1,117,148.71
2025-02-22,SKU_0033,Apparel,21.2,10,1,1,2,5,205,208,3968.64,7,1,172,148.71
2025-02-23,SKU_0033,Apparel,21.2,0,0,1,2,6,147,154,3264.8,7,1,208,149.29
2025-02-24,SKU_0033,Apparel,21.2,0,0,0,2,0,122,110,2332.0,7,1,154,149.0
2025-02-25,SKU_0033,Apparel,21.2,25,1,0,2,1,192,170,2703.0,7,1,110,157.0
2025-02-26,SKU_0033,Apparel,21.2,10,1,0,2,2,202,169,3224.52,7,1,170,157.14
2025-02-27,SKU_0033,Apparel,21.2,0,0,0,2,3,127,110,2332.0,7,1,169,156.14
2025-02-28,SKU_0033,Apparel,21.2,0,0,0,2,4,143,115,2438.0,7,0,110,148.0
2025-03-01,SKU_0033,Apparel,21.2,0,0,1,3,5,169,149,3158.8,7,1,115,139.57
2025-03-02,SKU_0033,Apparel,21.2,25,1,1,3,6,217,209,3323.1,7,1,149,147.43
2025-03-03,SKU_0033,Apparel,21.2,15,1,0,3,0,187,165,2973.3,7,1,209,155.29
2025-03-04,SKU_0033,Apparel,21.2,0,0,0,3,1,142,112,2374.4,7,0,165,147.0
2025-03-05,SKU_0033,Apparel,21.2,0,0,0,3,2,109,109,2310.8,7,1,112,138.43
2025-03-06,SKU_0033,Apparel,21.2,5,1,0,3,3,196,173,3484.22,7,1,109,147.43
2025-03-07,SKU_0033,Apparel,21.2,0,0,0,3,4,102,111,2353.2,7,1,173,146.86
2025-03-08,SKU_0033,Apparel,21.2,0,0,1,3,5,186,156,3307.2,7,1,111,147.86
2025-03-09,SKU_0033,Apparel,21.2,0,0,1,3,6,175,156,3307.2,7,1,156,140.29
2025-03-10,SKU_0033,Apparel,21.2,0,0,0,3,0,120,111,2353.2,7,1,156,132.57
2025-03-11,SKU_0033,Apparel,21.2,0,0,0,3,1,119,115,2438.0,7,1,111,133.0
2025-03-12,SKU_0033,Apparel,21.2,0,0,0,3,2,138,108,2289.6,7,0,115,132.86
2025-03-13,SKU_0033,Apparel,21.2,0,0,0,3,3,131,115,2438.0,7,1,108,124.57
2025-03-14,SKU_0033,Apparel,21.2,0,0,0,3,4,120,110,2332.0,7,1,115,124.43
2025-03-15,SKU_0033,Apparel,21.2,0,0,1,3,5,175,155,3286.0,7,1,110,124.29
2025-03-16,SKU_0033,Apparel,21.2,20,1,1,3,6,200,205,3476.8,7,1,155,131.29
2025-03-17,SKU_0033,Apparel,21.2,0,0,0,3,0,137,114,2416.8,7,0,205,131.71
2025-03-18,SKU_0033,Apparel,21.2,0,0,0,3,1,104,113,2395.6,7,1,114,131.43
2025-03-19,SKU_0033,Apparel,21.2,0,0,0,3,2,125,108,2289.6,7,1,113,131.43
2025-03-20,SKU_0033,Apparel,21.2,0,0,0,3,3,120,111,2353.2,7,1,108,130.86
2025-03-21,SKU_0033,Apparel,21.2,0,0,0,3,4,123,108,2289.6,7,1,111,130.57
2025-03-22,SKU_0033,Apparel,21.2,5,1,1,3,5,210,211,4249.54,7,1,108,138.57
2025-03-23,SKU_0033,Apparel,21.2,25,1,1,3,6,216,210,3339.0,7,1,211,139.29
2025-03-24,SKU_0033,Apparel,21.2,0,0,0,3,0,146,109,2310.8,7,0,210,138.57
2025-03-25,SKU_0033,Apparel,21.2,0,0,0,3,1,100,110,2332.0,7,1,109,138.14
2025-03-26,SKU_0033,Apparel,21.2,0,0,0,3,2,134,109,2310.8,7,0,110,138.29
2025-03-27,SKU_0033,Apparel,21.2,0,0,0,3,3,141,110,2332.0,7,0,109,138.14
2025-03-28,SKU_0033,Apparel,21.2,0,0,0,3,4,146,118,2501.6,7,0,110,139.57
2025-03-29,SKU_0033,Apparel,21.2,20,1,1,3,5,241,205,3476.8,7,1,118,138.71
2025-03-30,SKU_0033,Apparel,21.2,0,0,1,3,6,186,148,3137.6,7,0,205,129.86
2025-03-31,SKU_0033,Apparel,21.2,0,0,0,3,0,141,118,2501.6,7,1,148,131.14
2025-04-01,SKU_0033,Apparel,21.2,0,0,0,4,1,115,108,2289.6,7,1,118,130.86
2025-04-02,SKU_0033,Apparel,21.2,0,0,0,4,2,134,116,2459.2,7,1,108,131.86
2025-04-03,SKU_0033,Apparel,21.2,0,0,0,4,3,129,116,2459.2,7,1,116,132.71
2025-04-04,SKU_0033,Apparel,21.2,0,0,0,4,4,145,118,2501.6,7,0,116,132.71
2025-04-05,SKU_0033,Apparel,21.2,0,0,1,4,5,173,151,3201.2,7,1,118,125.0
2025-04-06,SKU_0033,Apparel,21.2,0,0,1,4,6,170,157,3328.4,7,1,151,126.29
2025-04-07,SKU_0033,Apparel,21.2,10,1,0,4,0,177,168,3205.44,7,1,157,133.43
2025-04-08,SKU_0033,Apparel,21.2,0,0,0,4,1,152,116,2459.2,7,0,168,134.57
2025-04-09,SKU_0033,Apparel,21.2,0,0,0,4,2,144,115,2438.0,7,0,116,134.43
2025-04-10,SKU_0033,Apparel,21.2,0,0,0,4,3,139,113,2395.6,7,0,115,134.0
2025-04-11,SKU_0033,Apparel,21.2,0,0,0,4,4,110,117,2480.4,7,1,113,133.86
2025-04-12,SKU_0033,Apparel,21.2,5,1,1,4,5,226,211,4249.54,7,1,117,142.43
2025-04-13,SKU_0033,Apparel,21.2,0,0,1,4,6,190,151,3201.2,7,0,211,141.57
2025-04-14,SKU_0033,Apparel,21.2,0,0,0,4,0,115,111,2353.2,7,1,151,133.43
2025-04-15,SKU_0033,Apparel,21.2,0,0,0,4,1,130,109,2310.8,7,1,111,132.43
2025-04-16,SKU_0033,Apparel,21.2,0,0,0,4,2,133,111,2353.2,7,1,109,131.86
2025-04-17,SKU_0033,Apparel,21.2,0,0,0,4,3,144,109,2310.8,7,0,111,131.29
2025-04-18,SKU_0033,Apparel,21.2,0,0,0,4,4,112,118,2501.6,7,1,109,131.43
2025-04-19,SKU_0033,Apparel,21.2,0,0,1,4,5,176,152,3222.4,7,1,118,123.0
2025-04-20,SKU_0033,Apparel,21.2,0,0,1,4,6,167,152,3222.4,7,1,152,123.14
2025-04-21,SKU_0033,Apparel,21.2,0,0,0,4,0,106,110,2332.0,7,1,152,123.0
2025-04-22,SKU_0033,Apparel,21.2,0,0,0,4,1,123,111,2353.2,7,1,110,123.29
2025-04-23,SKU_0033,Apparel,21.2,0,0,0,4,2,136,118,2501.6,7,1,111,124.29
2025-04-24,SKU_0033,Apparel,21.2,5,1,0,4,3,159,166,3343.24,7,1,118,132.43
2025-04-25,SKU_0033,Apparel,21.2,0,0,0,4,4,122,118,2501.6,7,1,166,132.43
2025-04-26,SKU_0033,Apparel,21.2,0,0,1,4,5,158,154,3264.8,7,1,118,132.71
2025-04-27,SKU_0033,Apparel,21.2,0,0,1,4,6,164,153,3243.6,7,1,154,132.86
2025-04-28,SKU_0033,Apparel,21.2,0,0,0,4,0,134,109,2310.8,7,0,153,132.71
2025-04-29,SKU_0033,Apparel,21.2,0,0,0,4,1,129,110,2332.0,7,1,109,132.57
2025-04-30,SKU_0033,Apparel,21.2,0,0,0,4,2,125,110,2332.0,7,1,110,131.43
